Symbol,Name,LastSale,IPOyear,MarketCap,Sector,Industry,Exchange
NEOG,Neogen Corporation,60.48,1989.0,3149911860.48,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
NEO,"NeoGenomics, Inc.",15.82,,1487344542.04,Health Care,Precision Instruments,NASDAQ
NTAP,"NetApp, Inc.",62.98,1995.0,15863777886.76,Technology,Electronic Components,NASDAQ
NTES,"NetEase, Inc.",252.68,,18499338542.88,Miscellaneous,Business Services,NASDAQ
NFLX,"Netflix, Inc.",339.1,2002.0,147876421804.5,Consumer Services,Consumer Electronics/Video Chains,NASDAQ
NTGR,"NETGEAR, Inc.",38.47,2003.0,1214149323.33,Public Utilities,Telecommunications Equipment,NASDAQ
NTCT,"NetScout Systems, Inc.",26.49,1999.0,2058398138.76,Technology,EDP Services,NASDAQ
NBIX,"Neurocrine Biosciences, Inc.",91.53,1996.0,8300140118.46,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NYMT,"New York Mortgage Trust, Inc.",6.08,,946968147.2,Consumer Services,Real Estate Investment Trusts,NASDAQ
NWL,Newell Brands Inc.,21.09,,9844812000.0,Consumer Non-Durables,Plastic Products,NASDAQ
NMRK,"Newmark Group, Inc.",10.33,2017.0,1823466588.83,,,NASDAQ
NWS,News Corporation,12.68,,7415835246.68,Consumer Services,Newspapers/Magazines,NASDAQ
NWSA,News Corporation,12.52,,7322260038.52,Consumer Services,Newspapers/Magazines,NASDAQ
NXST,"Nexstar Media Group, Inc.",83.45,2003.0,3855390000.0,Consumer Services,Broadcasting,NASDAQ
NXGN,"NextGen Healthcare, Inc.",18.26,,1180845604.84,Technology,EDP Services,NASDAQ
EGOV,NIC Inc.,13.81,1999.0,919322557.78,Miscellaneous,Business Services,NASDAQ
NICE,NICE Ltd,106.11,,4464689877.72,Technology,Computer Manufacturing,NASDAQ
NMIH,NMI Holdings Inc,20.0,2013.0,1326046340.0,Finance,Property-Casualty Insurers,NASDAQ
NDSN,Nordson Corporation,128.28,,7430880434.64,Capital Goods,Industrial Machinery/Components,NASDAQ
NTRS,Northern Trust Corporation,91.16,,20182400835.28,Finance,Major Banks,NASDAQ
NWBI,"Northwest Bancshares, Inc.",18.23,2009.0,1883173000.64,Finance,Major Banks,NASDAQ
NCLH,Norwegian Cruise Line Holdings Ltd.,47.53,,10455464745.95,Consumer Services,Marine Transportation,NASDAQ
NOVT,Novanta Inc.,69.43,,2423462551.03,Miscellaneous,Industrial Machinery/Components,NASDAQ
NVCR,NovoCure Limited,46.45,2015.0,4320480047.8,Health Care,Medical/Dental Instruments,NASDAQ
NUAN,"Nuance Communications, Inc.",15.35,,4412039033.55,Technology,Computer Software: Prepackaged Software,NASDAQ
NTNX,"Nutanix, Inc.",52.16,2016.0,9343781799.36,Technology,Computer Software: Prepackaged Software,NASDAQ
NTRI,NutriSystem Inc,43.54,,1281092397.76,Consumer Services,Catalog/Specialty Distribution,NASDAQ
NUVA,"NuVasive, Inc.",48.02,2004.0,2469305952.96,Health Care,Medical/Dental Instruments,NASDAQ
NVEE,"NV5 Global, Inc.",69.06,2013.0,861748428.42,Consumer Services,Other Consumer Services,NASDAQ
NVDA,NVIDIA Corporation,156.93,1999.0,95727300000.0,Technology,Semiconductors,NASDAQ
NXPI,NXP Semiconductors N.V.,80.79,2010.0,23873587109.61,Technology,Semiconductors,NASDAQ
NXTM,"NxStage Medical, Inc.",28.5,2005.0,1900513722.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
OCFC,OceanFirst Financial Corp.,23.36,,1130862131.84,Finance,Savings Institutions,NASDAQ
ODP,"Office Depot, Inc.",2.99,,1636121502.73,Consumer Services,Other Specialty Stores,NASDAQ
OKTA,"Okta, Inc.",77.9,2017.0,8603168809.6,Technology,Computer Software: Prepackaged Software,NASDAQ
ODFL,"Old Dominion Freight Line, Inc.",136.63,1991.0,11169522311.35,Transportation,Trucking Freight/Courier Services,NASDAQ
ONB,Old National Bancorp,16.75,,2933320819.25,Finance,Major Banks,NASDAQ
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",75.68,2015.0,4758850426.88,Consumer Services,Department/Specialty Retail Stores,NASDAQ
OMCL,"Omnicell, Inc.",67.61,2001.0,2679129477.91,Technology,Computer Manufacturing,NASDAQ
ON,ON Semiconductor Corporation,18.41,,7749305007.15,Technology,Semiconductors,NASDAQ
OTEX,Open Text Corporation,35.29,1996.0,9475887891.93,Technology,EDP Services,NASDAQ
OPK,"Opko Health, Inc.",3.8,,2228060889.4,Health Care,Major Pharmaceuticals,NASDAQ
ORBK,Orbotech Ltd.,58.42,,2839212000.0,Capital Goods,Industrial Machinery/Components,NASDAQ
ORLY,"O&#39;Reilly Automotive, Inc.",351.5,1993.0,28156678322.0,Consumer Services,Other Specialty Stores,NASDAQ
OFIX,Orthofix Medical Inc. ,51.93,1992.0,982558546.11,Health Care,Medical/Dental Instruments,NASDAQ
OSIS,"OSI Systems, Inc.",76.7,1997.0,1392344534.1,Technology,Semiconductors,NASDAQ
OTTR,Otter Tail Corporation,48.37,,1918590439.08,Public Utilities,Electric Utilities: Central,NASDAQ
PCAR,PACCAR Inc.,62.98,,22007428644.08,Capital Goods,Auto Manufacturing,NASDAQ
PACB,"Pacific Biosciences of California, Inc.",7.34,2010.0,1096171219.52,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
PPBI,Pacific Premier Bancorp Inc,28.77,,1797345246.69,Finance,Major Banks,NASDAQ
PCRX,"Pacira Pharmaceuticals, Inc.",40.04,2011.0,1646213248.68,Health Care,Major Pharmaceuticals,NASDAQ
PACW,PacWest Bancorp,39.55,,4816019913.25,Finance,Major Banks,NASDAQ
PAAS,Pan American Silver Corp.,14.18,,2174059690.66,Basic Industries,Precious Metals,NASDAQ
PZZA,"Papa John&#39;s International, Inc.",42.86,1993.0,1351879876.46,Consumer Services,Restaurants,NASDAQ
PATK,"Patrick Industries, Inc.",38.95,,935069806.65,Basic Industries,Forest Products,NASDAQ
PEGI,Pattern Energy Group Inc.,20.06,2013.0,1971389860.14,Public Utilities,Electric Utilities: Central,NASDAQ
PDCO,"Patterson Companies, Inc.",22.29,1992.0,2116524660.0,Health Care,Medical Specialities,NASDAQ
PTEN,"Patterson-UTI Energy, Inc.",12.86,1993.0,2795938227.28,Energy,Oil & Gas Production,NASDAQ
PAYX,"Paychex, Inc.",69.9,1983.0,25100473202.4,Consumer Services,Diversified Commercial Services,NASDAQ
PCTY,Paylocity Holding Corporation,66.37,2014.0,3504243214.74,Technology,Computer Software: Prepackaged Software,NASDAQ
PYPL,"PayPal Holdings, Inc.",91.12,,107372080098.56,Miscellaneous,Business Services,NASDAQ
CNXN,"PC Connection, Inc.",32.54,,869796184.94,Consumer Services,Catalog/Specialty Distribution,NASDAQ
PDCE,"PDC Energy, Inc.",33.55,,2216999802.05,Energy,Oil & Gas Production,NASDAQ
PEGA,Pegasystems Inc.,54.6,1996.0,4297055544.6,Technology,EDP Services,NASDAQ
PENN,"Penn National Gaming, Inc.",24.6,1994.0,2923855558.2,Consumer Services,Hotels/Resorts,NASDAQ
PBCT,"People&#39;s United Financial, Inc.",16.37,,6179904605.62,Finance,Savings Institutions,NASDAQ
PEP,"Pepsico, Inc.",110.07,,155371289760.0,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
PGTI,"PGT Innovations, Inc.",16.54,2006.0,958329055.52,Capital Goods,Building Products,NASDAQ
PAHC,Phibro Animal Health Corporation,32.06,2014.0,1294440710.08,Health Care,Major Pharmaceuticals,NASDAQ
PPC,Pilgrim&#39;s Pride Corporation,19.16,,4770469426.44,Consumer Non-Durables,Meat/Poultry/Fish,NASDAQ
PDD,Pinduoduo Inc.,24.99,2018.0,2292478316.73,Miscellaneous,Business Services,NASDAQ
PNFP,"Pinnacle Financial Partners, Inc.",54.91,,4276875874.94,Finance,Major Banks,NASDAQ
PLYA,Playa Hotels & Resorts N.V.,7.74,,1009907405.82,Consumer Services,Hotels/Resorts,NASDAQ
PLXS,Plexus Corp.,54.57,,1703617937.79,Technology,Electrical Products,NASDAQ
PS,"Pluralsight, Inc.",28.99,2018.0,3915705680.9,Technology,"Computer Software: Programming, Data Processing",NASDAQ
POOL,Pool Corporation,152.65,1995.0,6146192134.4,Consumer Durables,Industrial Specialties,NASDAQ
BPOP,"Popular, Inc.",51.62,,5180196772.68,Finance,Major Banks,NASDAQ
PTLA,"Portola Pharmaceuticals, Inc.",26.53,2013.0,1762494709.78,Health Care,Major Pharmaceuticals,NASDAQ
PCH,PotlatchDeltic Corporation,35.39,,2390756656.98,Consumer Services,Real Estate Investment Trusts,NASDAQ
POWI,"Power Integrations, Inc.",62.97,1997.0,1846878111.24,Technology,Semiconductors,NASDAQ
PRAA,"PRA Group, Inc.",29.76,2002.0,1348226267.52,Finance,Finance: Consumer Services,NASDAQ
PRAH,"PRA Health Sciences, Inc.",101.65,2014.0,6604723387.6,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
PINC,"Premier, Inc.",39.55,2013.0,2520984235.0,Consumer Services,Other Consumer Services,NASDAQ
PSDO,"Presidio, Inc.",14.87,2017.0,1224136630.77,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
PSMT,"PriceSmart, Inc.",65.93,,2010378700.32,Consumer Services,Department/Specialty Retail Stores,NASDAQ
PRIM,Primoris Services Corporation,20.24,,1036388370.16,Basic Industries,Water Supply,NASDAQ
PFG,Principal Financial Group Inc,50.1,2001.0,14180728898.1,Finance,Accident &Health Insurance,NASDAQ
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,26.4079,,1499968746.4079,,,NASDAQ
PRGS,Progress Software Corporation,34.51,1991.0,1549588967.57,Technology,Computer Software: Prepackaged Software,NASDAQ
PFPT,"Proofpoint, Inc.",93.77,2012.0,5124335645.94,Technology,EDP Services,NASDAQ
TQQQ,ProShares UltraPro QQQ,44.91,,3671392500.0,,,NASDAQ
SQQQ,ProShares UltraPro Short QQQ,13.32,,867602102.76,,,NASDAQ
PSEC,Prospect Capital Corporation,6.76,2004.0,2470651485.64,,,NASDAQ
PTC,PTC Inc.,87.68,,10405445043.2,Technology,Computer Software: Prepackaged Software,NASDAQ
PTCT,"PTC Therapeutics, Inc.",34.44,2013.0,1737664482.96,Health Care,Major Pharmaceuticals,NASDAQ
PBYI,Puma Biotechnology Inc,25.22,,961764548.68,Health Care,Major Pharmaceuticals,NASDAQ
QGEN,Qiagen N.V.,36.93,,8355117060.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
QRVO,"Qorvo, Inc.",63.28,,7903990488.24,Technology,Semiconductors,NASDAQ
QCOM,QUALCOMM Incorporated,55.27,1991.0,66996226128.22,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
QLYS,"Qualys, Inc.",79.98,2012.0,3149545856.64,Technology,Computer Software: Prepackaged Software,NASDAQ
QDEL,Quidel Corporation,52.99,,2084473511.89,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
QNST,"QuinStreet, Inc.",18.79,2010.0,926157484.06,Miscellaneous,Business Services,NASDAQ
QRTEA,"Qurate Retail, Inc.",21.57,,9693732091.47,Consumer Services,Catalog/Specialty Distribution,NASDAQ
QRTEB,"Qurate Retail, Inc.",22.2,,9976859176.2,Consumer Services,Catalog/Specialty Distribution,NASDAQ
RCM,R1 RCM Inc.,8.31,,916062589.32,Consumer Services,Other Consumer Services,NASDAQ
RDWR,Radware Ltd.,22.95,1999.0,1022329208.25,Miscellaneous,Business Services,NASDAQ
RMBS,"Rambus, Inc.",8.6,1997.0,933108058.2,Technology,Semiconductors,NASDAQ
RPD,"Rapid7, Inc.",36.46,2015.0,1725457468.2,Technology,Computer Software: Prepackaged Software,NASDAQ
RAVN,"Raven Industries, Inc.",38.41,,1381079600.91,Capital Goods,Specialty Chemicals,NASDAQ
ROLL,RBC Bearings Incorporated,137.68,2005.0,3410130108.96,Capital Goods,Metal Fabrications,NASDAQ
RP,"RealPage, Inc.",54.14,2010.0,5084374836.1,Technology,Computer Software: Prepackaged Software,NASDAQ
RRR,"Red Rock Resorts, Inc.",24.73,2016.0,2882316196.19,Consumer Services,Hotels/Resorts,NASDAQ
RDFN,Redfin Corporation,18.48,2017.0,1654441810.56,Finance,Real Estate,NASDAQ
REG,Regency Centers Corporation,61.69,1993.0,10452946442.94,Consumer Services,Real Estate Investment Trusts,NASDAQ
REGN,"Regeneron Pharmaceuticals, Inc.",418.84,1991.0,45332964785.76,Health Care,Major Pharmaceuticals,NASDAQ
RGNX,REGENXBIO Inc.,47.12,2015.0,1688797716.08,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RNST,Renasant Corporation,34.46,,2023310319.46,Finance,Major Banks,NASDAQ
REGI,"Renewable Energy Group, Inc.",27.99,2012.0,1044018714.96,Basic Industries,Major Chemicals,NASDAQ
RCII,Rent-A-Center Inc.,17.0,1995.0,909750257.0,Technology,Diversified Commercial Services,NASDAQ
RGEN,Repligen Corporation,58.33,1986.0,2558314077.27,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ROIC,Retail Opportunity Investments Corp.,16.88,,1924199088.56,Consumer Services,Real Estate Investment Trusts,NASDAQ
RTRX,"Retrophin, Inc.",22.2,,915696919.8,Health Care,Major Pharmaceuticals,NASDAQ
RYTM,"Rhythm Pharmaceuticals, Inc.",30.03,2017.0,1033354071.75,Health Care,Major Pharmaceuticals,NASDAQ
ROKU,"Roku, Inc.",40.98,2017.0,4473566004.66,Consumer Services,Television Services,NASDAQ
ROST,"Ross Stores, Inc.",93.01,1985.0,34468466148.2,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
RGLD,"Royal Gold, Inc.",82.37,,5395986873.36,Basic Industries,Precious Metals,NASDAQ
RUBY,"Rubius Therapeutics, Inc.",13.97,2018.0,1104246999.02,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RUSHA,"Rush Enterprises, Inc.",39.33,,1525166742.96,Consumer Durables,Automotive Aftermarket,NASDAQ
RUSHB,"Rush Enterprises, Inc.",39.71,,1539902653.52,Consumer Durables,Automotive Aftermarket,NASDAQ
RYAAY,Ryanair Holdings plc,65.75,1997.0,6629294837.75,Transportation,Air Freight/Delivery Services,NASDAQ
STBA,"S&T Bancorp, Inc.",41.55,,1454523689.85,Finance,Major Banks,NASDAQ
SBRA,"Sabra Health Care REIT, Inc.",19.19,,3421288670.25,Consumer Services,Real Estate Investment Trusts,NASDAQ
SABR,Sabre Corporation,22.85,2014.0,6290897365.75,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SAFT,"Safety Insurance Group, Inc.",83.13,2002.0,1270775889.3,Finance,Property-Casualty Insurers,NASDAQ
SAGE,"Sage Therapeutics, Inc.",139.79,2014.0,6554358053.46,Health Care,Major Pharmaceuticals,NASDAQ
SAIA,"Saia, Inc.",59.12,,1519008647.12,Transportation,Trucking Freight/Courier Services,NASDAQ
SAFM,"Sanderson Farms, Inc.",120.81,1987.0,2676460137.33,Consumer Non-Durables,Meat/Poultry/Fish,NASDAQ
SASR,"Sandy Spring Bancorp, Inc.",31.72,,1126811859.16,Finance,Major Banks,NASDAQ
SGMO,"Sangamo Therapeutics, Inc.",11.62,2000.0,1186319068.06,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SANM,Sanmina Corporation,26.3,1993.0,1795362556.8,Technology,Electrical Products,NASDAQ
SNY,Sanofi,41.48,,9015115863.04,Health Care,Major Pharmaceuticals,NASDAQ
SRPT,"Sarepta Therapeutics, Inc.",122.8,,8205941027.2,Health Care,Major Pharmaceuticals,NASDAQ
SBAC,SBA Communications Corporation,173.05,1999.0,19610276922.5,Consumer Services,Real Estate Investment Trusts,NASDAQ
SCSC,"ScanSource, Inc.",37.25,,953885484.0,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
SCHL,Scholastic Corporation,41.45,1992.0,1460384638.0,Consumer Services,Books,NASDAQ
SGMS,Scientific Games Corp,23.9,,2191783414.1,Technology,EDP Services,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,28.75,,1470782897.5,Finance,Major Banks,NASDAQ
STX,Seagate Technology PLC,40.23,2002.0,11513883810.51,Technology,Electronic Components,NASDAQ
SGEN,"Seattle Genetics, Inc.",73.61,2001.0,11788338815.68,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SCWX,SecureWorks Corp.,16.51,2016.0,1348904873.94,Technology,Computer Software: Prepackaged Software,NASDAQ
SEIC,SEI Investments Company,49.33,1981.0,7672801420.44,Finance,Investment Bankers/Brokers/Service,NASDAQ
SIGI,"Selective Insurance Group, Inc.",61.91,,3645817061.35,Finance,Property-Casualty Insurers,NASDAQ
SMTC,Semtech Corporation,51.24,,3372047933.52,Technology,Semiconductors,NASDAQ
SNH,Senior Housing Properties Trust,13.05,,3102384982.5,Consumer Services,Real Estate Investment Trusts,NASDAQ
SFBS,"ServisFirst Bancshares, Inc.",34.75,2014.0,1851905096.75,Finance,Major Banks,NASDAQ
SHEN,Shenandoah Telecommunications Co,47.29,,2343629173.27,Public Utilities,Telecommunications Equipment,NASDAQ
SFLY,"Shutterfly, Inc.",44.53,2006.0,1496407138.16,Miscellaneous,Other Consumer Services,NASDAQ
SBNY,Signature Bank,124.4,2004.0,6640695920.0,Finance,Major Banks,NASDAQ
SLGN,Silgan Holdings Inc.,26.1,1997.0,2887127085.6,Consumer Durables,Containers/Packaging,NASDAQ
SLAB,"Silicon Laboratories, Inc.",88.25,2000.0,3807845770.5,Technology,Semiconductors,NASDAQ
SIMO,Silicon Motion Technology Corporation,36.77,2005.0,1326386633.94,Technology,Semiconductors,NASDAQ
SFNC,Simmons First National Corporation,26.48,,2450226281.92,Finance,Major Banks,NASDAQ
SINA,Sina Corporation,61.72,,4411157284.96,Technology,Computer Software: Prepackaged Software,NASDAQ
SBGI,"Sinclair Broadcast Group, Inc.",30.44,1995.0,2960919620.96,Consumer Services,Broadcasting,NASDAQ
SG,"Sirius International Insurance Group, Ltd.",14.5,,1669314327.0,Finance,Property-Casualty Insurers,NASDAQ
SIRI,Sirius XM Holdings Inc.,6.05,,26479959355.3,Consumer Services,Broadcasting,NASDAQ
SKYW,"SkyWest, Inc.",49.59,1986.0,2573490059.37,Transportation,Air Freight/Delivery Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",70.07,,12439666889.65,Technology,Semiconductors,NASDAQ
SNBR,Sleep Number Corporation,35.97,,1194779520.0,Consumer Durables,Home Furnishings,NASDAQ
SLM,SLM Corporation,9.39,,4090861053.06,Finance,Finance: Consumer Services,NASDAQ
SEDG,"SolarEdge Technologies, Inc.",37.18,2015.0,1701043186.7,Technology,Semiconductors,NASDAQ
SLDB,Solid Biosciences Inc.,25.71,2018.0,910968546.6,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SONO,"Sonos, Inc.",11.72,2018.0,1183110255.28,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
SSB,South State Corporation,67.09,,2450603407.36,Finance,Major Banks,NASDAQ
SBSI,"Southside Bancshares, Inc.",35.14,,1235520256.46,Finance,Major Banks,NASDAQ
ONCE,"Spark Therapeutics, Inc.",45.08,2015.0,1701640034.36,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SPPI,"Spectrum Pharmaceuticals, Inc.",10.91,,1166425106.72,Health Care,Major Pharmaceuticals,NASDAQ
SAVE,"Spirit Airlines, Inc.",59.36,,4052181491.68,Transportation,Air Freight/Delivery Services,NASDAQ
SPLK,Splunk Inc.,120.72,2012.0,17840367623.04,Technology,Computer Software: Prepackaged Software,NASDAQ
SFM,"Sprouts Farmers Market, Inc.",24.95,2013.0,3183715708.2,Consumer Services,Food Chains,NASDAQ
SPSC,"SPS Commerce, Inc.",86.86,2010.0,1534349240.64,Technology,Computer Software: Prepackaged Software,NASDAQ
SSNC,"SS&C Technologies Holdings, Inc.",48.84,2010.0,12249444844.56,Technology,Computer Software: Prepackaged Software,NASDAQ
SSRM,SSR Mining Inc.,11.63,,1398311546.13,Basic Industries,Precious Metals,NASDAQ
STAA,STAAR Surgical Company,35.16,,1551663856.44,Health Care,Ophthalmic Goods,NASDAQ
STMP,Stamps.com Inc.,175.85,1999.0,3183241623.8,Miscellaneous,Business Services,NASDAQ
SBLK,Star Bulk Carriers Corp.,10.44,,960893048.16,Transportation,Marine Transportation,NASDAQ
SBUX,Starbucks Corporation,64.7,1992.0,80266820000.0,Consumer Services,Restaurants,NASDAQ
STFC,State Auto Financial Corporation,34.52,1991.0,1489429538.16,Finance,Property-Casualty Insurers,NASDAQ
STLD,"Steel Dynamics, Inc.",34.3,1996.0,7873641351.8,Basic Industries,Steel/Iron Ore,NASDAQ
SRCL,"Stericycle, Inc.",41.77,1996.0,3784147093.35,Basic Industries,Environmental Services,NASDAQ
SHOO,"Steven Madden, Ltd.",32.16,1993.0,2812541222.4,Consumer Non-Durables,Shoe Manufacturing,NASDAQ
SFIX,"Stitch Fix, Inc.",22.92,2017.0,2281410684.96,Consumer Services,Catalog/Specialty Distribution,NASDAQ
STNE,StoneCo Ltd.,22.19,2018.0,6148252732.51,Technology,EDP Services,NASDAQ
SSYS,"Stratasys, Ltd.",21.28,1994.0,1145076800.0,Technology,Computer peripheral equipment,NASDAQ
STRA,"Strategic Education, Inc.",111.26,1996.0,2415375049.1,Consumer Services,Other Consumer Services,NASDAQ
SNHY,Sun Hydraulics Corporation,35.44,1997.0,1132930680.8,Capital Goods,Metal Fabrications,NASDAQ
RUN,Sunrun Inc.,12.16,2015.0,1360125500.16,Capital Goods,Industrial Specialties,NASDAQ
SUPN,"Supernus Pharmaceuticals, Inc.",38.05,2012.0,1988379344.65,Health Care,Major Pharmaceuticals,NASDAQ
SIVB,SVB Financial Group,230.99,,12300414765.46,Finance,Major Banks,NASDAQ
SVMK,SVMK Inc.,13.41,2018.0,1677307941.72,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SYKE,"Sykes Enterprises, Incorporated",27.14,1996.0,1161087168.86,Technology,EDP Services,NASDAQ
SYMC,Symantec Corporation,20.11,1989.0,12848046508.29,Technology,Computer Software: Prepackaged Software,NASDAQ
SYNA,Synaptics Incorporated,39.53,2002.0,1368477211.0,Technology,Semiconductors,NASDAQ
SYNH,"Syneos Health, Inc.",49.34,2014.0,5093166794.12,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
SNPS,"Synopsys, Inc.",91.49,1992.0,13679128447.88,Technology,Computer Software: Prepackaged Software,NASDAQ
TROW,"T. Rowe Price Group, Inc.",96.61,1986.0,23249650373.78,Finance,Investment Bankers/Brokers/Service,NASDAQ
TRHC,"Tabula Rasa HealthCare, Inc.",68.43,2016.0,1410683697.27,Miscellaneous,Business Services,NASDAQ
TCMD,"Tactile Systems Technology, Inc.",63.21,2016.0,1167649948.71,Health Care,Medical/Dental Instruments,NASDAQ
TTWO,"Take-Two Interactive Software, Inc.",108.26,1997.0,12327790839.5,Technology,Computer Software: Prepackaged Software,NASDAQ
TLND,Talend S.A.,39.5,2016.0,1178407371.0,Technology,Computer Software: Prepackaged Software,NASDAQ
TNDM,"Tandem Diabetes Care, Inc.",43.55,2013.0,2498432274.65,Health Care,Medical/Dental Instruments,NASDAQ
CGBD,"TCG BDC, Inc.",14.69,2017.0,919133483.19,,,NASDAQ
AMTD,TD Ameritrade Holding Corporation,55.37,1997.0,31070463214.98,Finance,Investment Bankers/Brokers/Service,NASDAQ
TECD,Tech Data Corporation,93.23,1986.0,3479134391.88,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
TELL,Tellurian Inc.,8.35,,2008267902.1,Energy,Oil & Gas Production,NASDAQ
TENB,"Tenable Holdings, Inc.",26.07,2018.0,2426198267.13,Technology,Computer Software: Prepackaged Software,NASDAQ
TER,"Teradyne, Inc.",32.9,,5897322039.0,Capital Goods,Electrical Products,NASDAQ
TERP,"TerraForm Power, Inc.",11.59,2014.0,2423952534.8,Public Utilities,Electric Utilities: Central,NASDAQ
TSRO,"TESARO, Inc.",74.96,2012.0,4127851329.52,Health Care,Major Pharmaceuticals,NASDAQ
TSLA,"Tesla, Inc. ",302.26,2010.0,51907948571.5,Capital Goods,Auto Manufacturing,NASDAQ
TTEK,"Tetra Tech, Inc.",53.5,1991.0,2961566811.5,Consumer Services,Military/Government/Technical,NASDAQ
TCBI,"Texas Capital Bancshares, Inc.",58.56,2003.0,2938633617.6,Finance,Major Banks,NASDAQ
TXN,Texas Instruments Incorporated,99.42,,95497208721.96,Technology,Semiconductors,NASDAQ
TXRH,"Texas Roadhouse, Inc.",67.0,2004.0,4793862261.0,Consumer Services,Restaurants,NASDAQ
TFSL,TFS Financial Corporation,16.73,,4687238478.72,Finance,Savings Institutions,NASDAQ
ANDE,"The Andersons, Inc.",34.08,,1113734400.0,Consumer Services,Farming/Seeds/Milling,NASDAQ
CG,The Carlyle Group L.P.,18.87,2012.0,6401773060.98,Finance,Investment Managers,NASDAQ
CAKE,The Cheesecake Factory Incorporated,46.09,1992.0,2089503377.83,Consumer Services,Restaurants,NASDAQ
CHEF,"The Chefs&#39; Warehouse, Inc.",35.19,2011.0,1054651267.62,Consumer Non-Durables,Food Distributors,NASDAQ
DSGX,The Descartes Systems Group Inc.,30.15,,2317475709.9,Technology,Computer Software: Prepackaged Software,NASDAQ
ENSG,"The Ensign Group, Inc.",40.7,2007.0,2129390056.2,Health Care,Hospital/Nursing Management,NASDAQ
GT,The Goodyear Tire & Rubber Company,20.58,,4795346746.68,Consumer Durables,Automotive Aftermarket,NASDAQ
HAIN,"The Hain Celestial Group, Inc.",18.56,,1931416369.92,Consumer Non-Durables,Packaged Foods,NASDAQ
KHC,The Kraft Heinz Company,47.53,,57959736614.36,Consumer Non-Durables,Packaged Foods,NASDAQ
MSG,The Madison Square Garden Company,274.59,2015.0,6521941409.58,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
MDCO,The Medicines Company,20.0,2000.0,1477243520.0,Health Care,Major Pharmaceuticals,NASDAQ
MIK,"The Michaels Companies, Inc.",16.21,2014.0,2556228947.28,Consumer Services,Recreational Products/Toys,NASDAQ
MIDD,The Middleby Corporation,117.09,,6539085653.58,Technology,Industrial Machinery/Components,NASDAQ
NAVG,"The Navigators Group, Inc.",69.76,1986.0,2077305118.08,Finance,Property-Casualty Insurers,NASDAQ
RMR,The RMR Group Inc.,67.08,,2094905515.56,Consumer Services,Professional Services,NASDAQ
SMPL,The Simply Good Foods Company,20.39,,1669705984.86,Consumer Non-Durables,Packaged Foods,NASDAQ
TSG,The Stars Group Inc.,17.94,,4900799739.42,Technology,"Computer Software: Programming, Data Processing",NASDAQ
TTD,"The Trade Desk, Inc.",138.99,2016.0,6010222258.8,Technology,"Computer Software: Programming, Data Processing",NASDAQ
ULTI,"The Ultimate Software Group, Inc.",268.45,1998.0,8394255396.8,Technology,Computer Software: Prepackaged Software,NASDAQ
TXMD,"TherapeuticsMD, Inc.",5.11,,1215572875.79,Health Care,Major Pharmaceuticals,NASDAQ
TBPH,"Theravance Biopharma, Inc.",27.21,,1507740493.44,Health Care,Major Pharmaceuticals,NASDAQ
TLRY,"Tilray, Inc.",77.2,2018.0,7257182294.4,Consumer Durables,Specialty Chemicals,NASDAQ
TVTY,"Tivity Health, Inc.",23.58,,965732647.14,Health Care,Hospital/Nursing Management,NASDAQ
TIVO,TiVo Corporation,11.17,,1384264590.0,Miscellaneous,Multi-Sector Companies,NASDAQ
TMUS,"T-Mobile US, Inc.",66.96,,56808396753.12,Public Utilities,Telecommunications Equipment,NASDAQ
